x,y,lat__lat,lon__long,identifier__identifiant,station_id__id_station,period_group__groupe_periode,period_value__valeur_periode,province__province,year__annee,temp_mean__temp_moyenne,temp_mean_units__temp_moyenne_unites,temp_min__temp_min,temp_min_units__temp_min_unites,temp_max__temp_max,temp_max_units__temp_max_unites,total_precip__precip_totale,total_precip_units__precip_totale_unites,rain__pluie,rain_units__pluie_unites,snow__neige,snow_units__neige_unites,pressure_sea_level__pression_niveau_mer,pressure_sea_level_units__pression_niveau_mer_unite,pressure_station__pression_station,pressure_station_units__pression_station_unites,wind_speed__vitesse_vent,wind_speed_units__vitesse_vent_unites
-61.3,66.6,66.6,-61.3,2400650.1995,2400650,Annual,Ann,NU,1995,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,1009.4,hPa,918.7,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.1996,2400650,Annual,Ann,NU,1996,-10.4,C,-12.9,C,-7.8,C,,mm,,mm,,mm,1008.2,hPa,917.6,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.1997,2400650,Annual,Ann,NU,1997,-9999.9,C,-13.2,C,-9999.9,C,,mm,,mm,,mm,1006.2,hPa,915.9,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.1998,2400650,Annual,Ann,NU,1998,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,1008.9,hPa,918.4,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.1999,2400650,Annual,Ann,NU,1999,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,1008.7,hPa,918.1,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.2000,2400650,Annual,Ann,NU,2000,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,1006.7,hPa,916.1,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.2001,2400650,Annual,Ann,NU,2001,-9.9,C,-12.2,C,-7.5,C,,mm,,mm,,mm,1008,hPa,918.8,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.2002,2400650,Annual,Ann,NU,2002,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,-9999.9,hPa,916.9,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.2003,2400650,Annual,Ann,NU,2003,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,-9999.9,hPa,917.8,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.2004,2400650,Annual,Ann,NU,2004,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,1007.9,hPa,917.3,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.2005,2400650,Annual,Ann,NU,2005,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,-9999.9,hPa,917.5,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.2006,2400650,Annual,Ann,NU,2006,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,-9999.9,hPa,918.3,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.2007,2400650,Annual,Ann,NU,2007,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.2008,2400650,Annual,Ann,NU,2008,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,1008.1,hPa,917.8,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.2009,2400650,Annual,Ann,NU,2009,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,1008.7,hPa,918.9,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.2010,2400650,Annual,Ann,NU,2010,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.2011,2400650,Annual,Ann,NU,2011,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.2012,2400650,Annual,Ann,NU,2012,-9.2,C,-11.5,C,-6.9,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.2013,2400650,Annual,Ann,NU,2013,-9.6,C,-12,C,-7.3,C,,mm,,mm,,mm,1006.3,hPa,917.5,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.2014,2400650,Annual,Ann,NU,2014,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.2015,2400650,Annual,Ann,NU,2015,-12.2,C,-14.4,C,-10,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-61.3,66.6,66.6,-61.3,2400650.2016,2400650,Annual,Ann,NU,2016,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
